name,ingredients,ingredients_measurements,recipe,garnish,glass
the crow cocktail,"grenadine syrup, lemon juice, whisky","[['6 cl', ""Dewar's 12 Year Old Scotch whisky""], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Giffard Grenadine syrup']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Martini glass
cruel intention,"apricot brandy liqueur, bourbon whiskey, disaronno amaretto, lime juice, pineapple juice","[['6 cl', 'Bourbon whiskey'], ['0.75 cl', 'De Kuyper Apricot Brandy liqueur'], ['0.75 cl', 'Disaronno amaretto'], ['3 cl', 'Pineapple juice (fresh pressed)'], ['1.5 cl', 'Lime juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime slice,Coupe glass
crux,"cognac, dubonnet red, lemon juice, triple sec","[['3 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'De Kuyper Triple Sec (40%)'], ['3 cl', 'Dubonnet Red'], ['3 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients and fine strain into chilled glass.,Orange zest twist,Coupe glass
cuba pintada,"cola, rum, soda water","[['6 cl', 'Havana Club 3 Year Old rum'], ['3 cl', 'Cola (e.g. Coca Cola & Pepsi Cola)'], ['10.5 cl', 'Thomas Henry Soda Water']]","POUR ingredients into ice-filled glass, briefly STIR and serve.",Lime wedge,Collins glass
cuban cocktail no.2,"grenadine syrup, lemon juice, luxardo maraschino liqueur, orange bitters, rum, sugar syrup","[['4.5 cl', 'Havana Club 3 Year Old rum'], ['0.5 cl', 'Luxardo Maraschino liqueur'], ['0.5 cl', 'Giffard Grenadine syrup'], ['0.5 cl', 'Lemon juice (freshly squeezed)'], ['1 dash', 'Orange Bitters by Angostura'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Nick & Nora glass
cuban cocktail no.3,"apricot brandy liqueur, chilled water, cognac, lime juice, orange bitters, rum, sugar syrup","[['4.5 cl', 'Havana Club 3 Year Old rum'], ['0.75 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'De Kuyper Apricot Brandy liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 dash', 'Orange Bitters by Angostura'], ['1 cl', 'Chilled water (omit if using wet ice)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Coupe glass
cuban island,"lemon juice, light rum, martini extra dry vermouth, sugar syrup","[['6 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Martini Extra Dry vermouth'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Martini glass
the currier,"bourbon whiskey, lime cordial, lime juice, mentzendorff kummel liqueur","[['4.5 cl', 'Bourbon whiskey'], ['1.5 cl', 'Mentzendorff Kümmel liqueur'], ['0.75 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Lime cordial (sweetened lime juice)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Mint leaf,Martini glass
cvo firevault,"italian red bitter liqueur, orange juice, pineapple juice, vodka","[['4.5 cl', 'Ketel One Vodka'], ['2.25 cl', 'Italian red bitter liqueur'], ['2.25 cl', 'Orange juice (freshly squeezed)'], ['2.25 cl', 'Pineapple juice (fresh pressed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Martini glass
cyder press,"apple juice, avallen calvados, medium dry apple cider, st-germain elderflower liqueur","[['6 cl', 'Avallen Calvados'], ['3 cl', 'Medium dry apple cider'], ['1.5 cl', 'St-Germain elderflower liqueur'], ['2.25 cl', 'Apple juice']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Apple slice,Martini glass
daiquiri (straight-up),"chilled water, difford's daiquiri bitters, light rum, lime juice, sugar syrup","[['5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 drop', ""Difford's Daiquiri Bitters (optional)""], ['1 cl', 'Chilled water (omit if using wet ice)']]","Cut zest from your lime for garnish prior to squeezing for juice. SHAKE all ingredients with ice and fine strain into chilled glass.

For an even better Daiquiri use 2 x 5ml measuring spoons of powdered sugar (finely ground caster sugar) in place of 10ml sugar syrup. Stir sugar with other ingredients in base of shaker prior to adding ice and shaking to ensure fully dissolved.",Lime zest twist (discarded) & lime wedge on rim,Coupe glass
daiquiri (straight-up),"chilled water, difford's daiquiri bitters, light rum, lime juice, sugar syrup","[['4 cl', 'Matusalem Platino Rum'], ['2 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)']]","Add all ingredients, shake, double strain.",Lime zest twist (discarded) & lime wedge on rim,Coupe glass
daiquiri de luxe,"lemon juice, light rum, lime juice, orgeat syrup, pineapple liqueur","[['5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'De Kuyper Pineapple liqueur'], ['1 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Giffard Orgeat Syrup']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime/pineapple wedge,Coupe glass
daisy duke,"bourbon whiskey, grenadine syrup, lemon juice","[['6 cl', 'Bourbon whiskey'], ['1.5 cl', 'Giffard Grenadine syrup'], ['3 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients with ice and strain into glass filled with crushed ice. Serve with straws.,Seasonal berries,Old-fashioned glass
damn-the weather,"dry gin, orange bitters, orange curacao liqueur, orange juice, sweet vermouth","[['3 cl', 'Rutte Dry Gin'], ['1.5 cl', 'Orange Curaçao liqueur'], ['3 cl', 'Martini Rosso sweet vermouth'], ['4.5 cl', 'Orange juice (freshly squeezed)'], ['1 dash', 'Orange Bitters by Angostura']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
damson in distress,"damson vodka liqueur, disaronno amaretto, lemon juice","[['4.5 cl', 'Damson vodka liqueur'], ['1.5 cl', 'Disaronno amaretto'], ['0.75 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,,Shot glass
dandy cocktail,"angostura aromatic bitters, bourbon whiskey, dubonnet red, triple sec","[['4.5 cl', 'Bourbon whiskey'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['4.5 cl', 'Dubonnet Red'], ['1 dash', 'Angostura Aromatic Bitters']]",STIR all ingredients with ice and strain into chilled glass.,Lemon & orange zest twists,Coupe glass
dark daiquiri,"chilled water, lime juice, navy rum, rum, sugar syrup","[['4.5 cl', 'Havana Club 7yo rum'], ['1.5 cl', 'Navy rum (54.5% alc./vol.)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Chilled water (omit if using wet ice)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime wedge,Coupe glass
dark 'n' stormy (difford's recipe),"angostura aromatic bitters, dark/black/blackstrap rum, ginger beer, lime juice, sugar syrup","[['5 cl', 'Dark/black/blackstrap rum'], ['2 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Angostura Aromatic Bitters'], ['9 cl', 'Thomas Henry Ginger Beer']]",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with ginger beer and briefly stir.,Lime wedge,Collins glass
dc martini,"bob's vanilla bitters, chilled water, dutch cacao white creme de cacao, hazelnut liqueur, light rum, sugar syrup","[['6 cl', 'Bacardi Carta Blanca light rum (infused with vanilla)'], ['0.75 cl', 'Hazelnut liqueur'], ['0.75 cl', 'Dutch Cacao white crème de cacao'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 cl', 'Chilled water (omit if using wet ice)'], ['4 drop', ""Bob's Vanilla bitters""]]",STIR all ingredients with ice and strain into chilled glass.,,Martini glass
dead man's mule,"absinthe, cinnamon schnapps & goldwasser liqueurs, ginger beer, lime juice, orgeat syrup","[['2.25 cl', 'La Fée Parisienne absinthe'], ['2.25 cl', 'Cinnamon schnapps & Goldwasser liqueurs'], ['2.25 cl', 'Giffard Orgeat Syrup'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Ginger Beer']]",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,Lime wedge,Collins glass
dean's gate cocktail,"chilled water, drambuie liqueur, lime cordial, vodka","[['6 cl', 'Ketel One Vodka'], ['3 cl', 'Drambuie liqueur'], ['3 cl', 'Lime cordial (sweetened lime juice)'], ['1.5 cl', 'Chilled water (omit if using wet ice)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Martini glass
death in the afternoon,"absinthe, brut champagne, sugar syrup","[['1 cl', 'La Fée Parisienne absinthe'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['13.5 cl', 'Brut Champagne']]",POUR first 2 ingredients into chilled glass and STIR. TOP with champagne.,Rose petal or lemon zest twist,Flute glass
deauville (difford's),"avallen calvados, cognac, lemon juice, sugar syrup, triple sec","[['2 cl', 'Avallen Calvados'], ['2 cl', 'Rémy Martin 1738 Cognac'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Nick & Nora glass
deep south,"dry gin, lime juice, orange juice, root ginger","[['2 slice', 'Root ginger (thumbnail-sized slice)'], ['4.5 cl', 'Rutte Dry Gin'], ['4.5 cl', 'Orange juice (freshly squeezed)'], ['2.25 cl', 'Lime juice (freshly squeezed)']]","MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into glass filled with crushed ice.",Lime wedge,Old-fashioned glass
the delicious sour,"avallen calvados, creme de peche de vigne liqueur, lemon juice, pasteurised egg white, soda water, sugar syrup","[['4 cl', 'Avallen Calvados'], ['3 cl', 'Giffard Crème de Pêche de Vigne liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white'], ['1.5 cl', 'Thomas Henry Soda Water']]",SHAKE first 5 ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine into ice-filled glass whilst also pouring soda.,Dehydrated apple slice or fresh peach on rim,Double old-fashioned
delmonico,"angostura aromatic bitters, cognac, sweet vermouth","[['6 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Martini Rosso sweet vermouth'], ['1 dash', 'Angostura Aromatic Bitters']]",STIR all ingredients with ice and strain into chilled glass.,Orange zest twist,Coupe glass
delmonico special,"angostura aromatic bitters, cognac, dry gin, martini extra dry vermouth, sweet vermouth","[['4.5 cl', 'Rutte Dry Gin'], ['0.75 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Martini Extra Dry vermouth'], ['2.25 cl', 'Martini Rosso sweet vermouth'], ['2 dash', 'Angostura Aromatic Bitters']]",STIR all ingredients with ice and strain into chilled glass.,Orange zest twist,Coupe glass
dempsey,"absinthe, avallen calvados, chilled water, dry gin, grenadine syrup","[['4 cl', 'Avallen Calvados'], ['2 cl', 'Rutte Dry Gin'], ['0.5 cl', 'La Fée Parisienne absinthe'], ['1 cl', 'Giffard Grenadine syrup'], ['1 cl', 'Chilled water (omit if using wet ice)']]",STIR all ingredients with ice and strain into chilled glass.,Luxardo Maraschino cherry,Coupe glass
depth bomb,"avallen calvados, cognac, grenadine syrup, lime juice, sugar syrup","[['3 cl', 'Avallen Calvados'], ['3 cl', 'Rémy Martin 1738 Cognac'], ['0.75 cl', 'Giffard Grenadine syrup'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,Lime wedge,Old-fashioned glass
depth charge,"budweiser budvar, vodka","[['4.5 cl', 'Ketel One Vodka'], ['1 pint', 'Budweiser Budvar']]",POUR lager into Boston glass. POUR vodka into shot glass. DROP shot glass into lager and consume.,,Boston & shot glass
derby daiquiri,"lime juice, orange juice, rum, sugar syrup","[['4.5 cl', 'Havana Club 3 Year Old rum'], ['3 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",BLEND all ingredients with crushed ice and fine strain into chilled glass.,Half orange & lime wheels on rim,Coupe glass
derby fizz,"bourbon whiskey, lemon juice, light rum, orange liqueur, pasteurised egg white, soda from siphon, sugar syrup","[['5.25 cl', 'Bourbon whiskey'], ['4.5 cl', 'Bacardi Carta Blanca light rum'], ['0.75 cl', 'Grand Marnier or other cognac orange liqueur'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white'], ['Top up with', 'Soda from siphon']]",SHAKE first six ingredients with ice and strain into chilled glass. TOP with soda.,Lemon slice,Fizz or Highball (8oz to 10oz)
desert cooler,"cherry heering cherry brandy liqueur, dry gin, ginger beer, orange juice","[['6 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Cherry Heering cherry brandy liqueur'], ['4.5 cl', 'Orange juice (freshly squeezed)'], ['Top up with', 'Thomas Henry Ginger Beer']]",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,Orange slice,Collins glass
detox,"cranberry juice, peachtree peach schnapps, vodka","[['1.5 cl', 'Peachtree peach schnapps'], ['1.5 cl', 'Cranberry juice (sweetened)'], ['1.5 cl', 'Ketel One Vodka']]",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,Lime wedge,Shot glass
detroit martini,"lime juice, mint leaves, sugar syrup, vodka","[['7 fresh', 'Mint leaves'], ['9 cl', 'Ketel One Vodka'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['0.5 cl', 'Lime juice (freshly squeezed)']]",SHAKE all ingredients (including mint) with ice and fine strain into chilled glass.,Mint sprig,Martini glass
detropolitan,"cranberry juice, lime juice, noir de bourgogne cassis, triple sec, vodka","[['3 cl', 'Ketel One Vodka'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['4.5 cl', 'Cranberry juice (sweetened)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Giffard Noir de Bourgogne Cassis']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist (flamed),Martini glass
devil,"lemon juice, martini extra dry vermouth, tawny port","[['6 cl', 'Tawny port'], ['4.5 cl', 'Martini Extra Dry vermouth'], ['0.75 cl', 'Lemon juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Martini glass
devil's manhattan,"bourbon whiskey, liqueur, peychaud's or other creole-style bitters, sweet vermouth","[['6 cl', 'Bourbon whiskey'], ['3 cl', 'Southern USA-style liqueur 40% (e.g. Southern Comfort)'], ['1.5 cl', 'Martini Rosso sweet vermouth'], ['3 dash', ""Peychaud's or other Creole-style bitters""]]",STIR all ingredients with ice and strain into chilled glass.,Lemon zest twist,Martini glass
diable rouge,"noir de bourgogne cassis, pineapple juice, vodka","[['6 cl', 'Ketel One Vodka'], ['6 cl', 'Pineapple juice (fresh pressed)'], ['0.75 cl', 'Giffard Noir de Bourgogne Cassis']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Seasonal berries,Martini glass
diamond dog,"italian red bitter liqueur, lime cordial, martini extra dry vermouth, orange juice","[['3 cl', 'Italian red bitter liqueur'], ['3 cl', 'Martini Extra Dry vermouth'], ['3 cl', 'Lime cordial (sweetened lime juice)'], ['3 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and strain into ice-filled glass.,Orange slice,Old-fashioned glass
diamond fizz,"brut champagne, dry gin, lemon juice, sugar syrup","[['6 cl', 'Rutte Dry Gin'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['Top up with', 'Brut Champagne']]",SHAKE first three ingredients with ice and strain into chilled glass (without ice). TOP with champagne.,Lemon slice,Fizz or Highball (8oz to 10oz)
diana's bitter,"dry gin, italian red bitter liqueur, lime juice, sugar syrup","[['6 cl', 'Rutte Dry Gin'], ['3 cl', 'Italian red bitter liqueur'], ['3 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime wedge,Martini glass
dickens' dry martini,"dry gin, martini extra dry vermouth, orange bitters","[['6.25 cl', 'Rutte Dry Gin'], ['1.25 cl', 'Martini Extra Dry vermouth'], ['1 dash', 'Orange Bitters by Angostura']]",STIR all ingredients with ice and strain into chilled glass.,,Martini glass
dino sour,"dark/black/blackstrap rum, lemon juice, light rum, pasteurised egg white, sugar syrup","[['3 cl', 'Bacardi Carta Blanca light rum'], ['3 cl', 'Dark/black/blackstrap rum'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white']]",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,Lemon slice & Luxardo Maraschino cherry on stick (sail),Old-fashioned glass
diplomat,"luxardo maraschino liqueur, martini extra dry vermouth, orange bitters, sweet vermouth","[['6 cl', 'Martini Extra Dry vermouth'], ['3 cl', 'Martini Rosso sweet vermouth'], ['0.5 cl', 'Luxardo Maraschino liqueur'], ['2 dash', 'Orange Bitters by Angostura']]",STIR all ingredients with ice and strain into ice-filled glass.,Orange zest twist,Old-fashioned glass
dirty banana,"banana, banana liqueur, coffee liqueur, rum, single cream / half-and-half","[['6 cl', 'Havana Club 3 Year Old rum'], ['3 cl', 'Coffee liqueur'], ['3 cl', 'Giffard Banane du Brésil liqueur'], ['6 cl', 'Single cream / half-and-half'], ['1 fresh', 'Banana (fresh)']]",BLEND all ingredients with 6oz scoop crushed ice.,Banana chunk on rim,Poco grande
